#time,accel_x,accel_y,accel_z
83.769416,76.609550,-444.123565,9474.636058
83.769742,-383.047749,-666.185348,9696.697840
83.770068,-306.438199,-814.226536,9696.697840
83.770394,-612.876398,-518.144159,9844.739029
83.770720,-536.266849,-296.082377,9474.636058
83.771046,-842.705048,-0.000000,9400.615463
83.771372,-995.924147,-222.061783,9474.636058
83.771698,-383.047749,-0.000000,9326.594869
83.772024,-383.047749,222.061783,8956.491898
83.772350,153.219100,370.102971,8290.306550
83.772676,536.266849,296.082377,9104.533087
83.773002,612.876398,-0.000000,8660.409521
83.773328,383.047749,296.082377,9030.512492
83.773654,0.000000,296.082377,8512.368333
83.773980,153.219100,222.061783,8808.450710
83.774306,-306.438199,148.041188,9178.553681
83.774632,-229.828649,222.061783,9326.594869
83.774958,-1149.143247,1110.308913,9178.553681
83.775284,-1302.362347,222.061783,9104.533087
83.775610,-1685.410096,-0.000000,9474.636058
83.775936,-1608.800546,-0.000000,9474.636058
83.776262,-1762.019645,-0.000000,9252.574275
83.776588,-1762.019645,148.041188,9548.656652
83.776914,-1225.752797,-148.041188,9474.636058
83.777240,-1302.362347,-444.123565,9178.553681
83.777566,-1225.752797,-444.123565,9252.574275
83.777892,-995.924147,-444.123565,8882.471304
83.778218,-1072.533697,-444.123565,9400.615463
83.778544,-842.705048,-592.164754,9252.574275
83.778870,-689.485948,-148.041188,9178.553681
83.779196,0.000000,-0.000000,8882.471304
83.779522,229.828649,444.123565,8364.327145
83.779848,0.000000,740.205942,8808.450710
83.780174,153.219100,592.164754,8882.471304
83.780500,459.657299,666.185348,8734.430116
83.780826,229.828649,888.247130,8808.450710
83.781152,612.876398,814.226536,9030.512492
83.781478,229.828649,666.185348,8956.491898
83.781804,153.219100,222.061783,9622.677246
83.782130,0.000000,-0.000000,9400.615463
83.782456,-536.266849,-666.185348,9622.677246
83.782782,-612.876398,-370.102971,9696.697840
83.783108,-919.314598,-518.144159,9622.677246
83.783434,-995.924147,-296.082377,9696.697840
83.783760,-995.924147,-74.020594,9474.636058
83.784086,-1072.533697,-0.000000,9326.594869
83.784412,-689.485948,-0.000000,9178.553681
83.784738,-153.219100,592.164754,9474.636058
83.785064,229.828649,-0.000000,9104.533087
83.785390,383.047749,592.164754,8882.471304
83.785717,383.047749,370.102971,8808.450710
83.786043,0.000000,518.144159,8586.388927
83.786369,383.047749,666.185348,9104.533087
83.786695,153.219100,-0.000000,8882.471304
83.787021,-229.828649,370.102971,8956.491898
83.787347,-536.266849,-74.020594,9622.677246
83.787673,-689.485948,296.082377,9770.718434
83.787999,-1149.143247,148.041188,9474.636058
83.788325,-1302.362347,370.102971,9326.594869
83.788651,-1455.581446,-0.000000,9548.656652
83.788977,-1225.752797,222.061783,9770.718434
83.789303,-995.924147,-0.000000,9326.594869
83.789629,-612.876398,-0.000000,9030.512492
83.789955,-689.485948,444.123565,8956.491898
83.790281,-766.095498,-0.000000,8882.471304
83.790607,-383.047749,-0.000000,8882.471304
83.790933,-153.219100,-0.000000,9104.533087
83.791259,-612.876398,-518.144159,8956.491898
83.791585,-1225.752797,-370.102971,9474.636058
83.791911,-919.314598,-888.247130,9178.553681
83.792237,-842.705048,-296.082377,9252.574275
83.792563,-1072.533697,-148.041188,9400.615463
83.792889,-842.705048,-0.000000,9326.594869
83.793215,-459.657299,222.061783,9326.594869
83.793541,-459.657299,296.082377,9104.533087
83.793867,0.000000,-0.000000,9178.553681
83.794193,0.000000,148.041188,9104.533087
83.794519,0.000000,518.144159,8956.491898
83.794845,-306.438199,222.061783,8808.450710
83.795171,153.219100,222.061783,9252.574275
83.795497,-383.047749,222.061783,9030.512492
83.795823,306.438199,-0.000000,9252.574275
83.796149,0.000000,-222.061783,9030.512492
83.796475,-689.485948,-370.102971,9844.739029
83.796801,-153.219100,-0.000000,9104.533087
83.797127,-229.828649,-74.020594,9326.594869
83.797453,-229.828649,-148.041188,9252.574275
83.797779,0.000000,-0.000000,9326.594869
83.798105,0.000000,-0.000000,9104.533087
83.798431,0.000000,-0.000000,8438.347739
83.798757,0.000000,74.020594,9474.636058
83.799083,0.000000,-0.000000,9030.512492
83.799409,76.609550,370.102971,9030.512492
83.799735,153.219100,-0.000000,9252.574275
83.800061,-306.438199,-0.000000,8734.430116
83.800387,0.000000,-74.020594,9622.677246
83.800713,-229.828649,-370.102971,9474.636058
83.801039,-306.438199,-0.000000,9400.615463
83.801365,-689.485948,-0.000000,9474.636058
83.801691,-383.047749,222.061783,9548.656652
83.802017,-459.657299,444.123565,9548.656652
83.802344,-383.047749,518.144159,9030.512492
83.802670,-383.047749,518.144159,9178.553681
83.802996,0.000000,444.123565,9474.636058
83.803322,0.000000,444.123565,9548.656652
83.803648,-306.438199,370.102971,8512.368333
83.803974,-306.438199,-0.000000,8882.471304
83.804300,-459.657299,-518.144159,9622.677246
83.804626,-689.485948,222.061783,9474.636058
83.804952,-153.219100,296.082377,9104.533087
83.805278,-153.219100,-148.041188,9178.553681
83.805604,-153.219100,-222.061783,9400.615463
83.805930,-612.876398,-888.247130,9622.677246
83.806256,-536.266849,-444.123565,9400.615463
83.806582,-995.924147,-0.000000,9178.553681
83.806908,-383.047749,222.061783,9178.553681
83.807234,-229.828649,740.205942,8808.450710
83.807560,-383.047749,592.164754,8734.430116
83.807886,0.000000,-0.000000,9474.636058
83.808212,-383.047749,-222.061783,9326.594869
83.808538,0.000000,-222.061783,9178.553681
83.808864,0.000000,-370.102971,9104.533087
83.809190,0.000000,-370.102971,9400.615463
83.809516,-306.438199,-0.000000,9474.636058
83.809842,0.000000,-0.000000,9400.615463
83.810168,-612.876398,222.061783,8956.491898
83.810494,76.609550,-0.000000,9326.594869
83.810820,76.609550,444.123565,9104.533087
83.811146,0.000000,370.102971,8512.368333
83.811472,-229.828649,148.041188,9178.553681
83.811798,-229.828649,-0.000000,9030.512492
83.812124,153.219100,-0.000000,8438.347739
83.812450,0.000000,-296.082377,9104.533087
83.812776,-153.219100,-962.267725,9104.533087
83.813102,-689.485948,-444.123565,9696.697840
83.813428,-383.047749,-296.082377,9252.574275
83.813754,0.000000,-0.000000,9326.594869
83.814080,0.000000,296.082377,8956.491898
83.814406,229.828649,518.144159,8956.491898
83.814732,536.266849,1110.308913,8882.471304
83.815058,-153.219100,370.102971,9326.594869
83.815384,-306.438199,1110.308913,9400.615463
83.815710,0.000000,222.061783,9104.533087
83.816036,-229.828649,-0.000000,8586.388927
83.816362,-459.657299,-148.041188,9622.677246
83.816688,-612.876398,296.082377,9474.636058
83.817014,-229.828649,-370.102971,8956.491898
83.817340,-612.876398,-740.205942,9474.636058
83.817666,-1072.533697,-444.123565,9474.636058
83.817992,-919.314598,-0.000000,9178.553681
83.818318,-689.485948,-0.000000,9770.718434
83.818644,-1072.533697,666.185348,8586.388927
83.818970,-612.876398,370.102971,9474.636058
83.819296,-766.095498,518.144159,9104.533087
83.819622,-229.828649,222.061783,8512.368333
83.819948,-383.047749,-74.020594,9252.574275
83.820274,-689.485948,-0.000000,8956.491898
83.820600,-536.266849,-0.000000,9252.574275
83.820926,-459.657299,-74.020594,8882.471304
83.821252,-459.657299,-148.041188,8882.471304
83.821578,-995.924147,148.041188,9178.553681
83.821904,-612.876398,-0.000000,9178.553681
83.822230,-612.876398,888.247130,9030.512492
83.822556,-842.705048,370.102971,9252.574275
83.822882,-1072.533697,296.082377,9326.594869
83.823208,-995.924147,370.102971,9178.553681
83.823534,-842.705048,222.061783,9400.615463
83.823860,-689.485948,-0.000000,9326.594869
83.824186,-459.657299,-0.000000,9104.533087
83.824512,-459.657299,-222.061783,9400.615463
83.824838,-153.219100,-74.020594,9400.615463
83.825164,-689.485948,-222.061783,8956.491898
83.825490,-383.047749,-74.020594,9178.553681
83.825816,-306.438199,-0.000000,9104.533087
83.826142,0.000000,148.041188,9178.553681
83.826468,842.705048,-0.000000,9696.697840
83.826794,-383.047749,-0.000000,9030.512492
83.827120,0.000000,-148.041188,9104.533087
83.827446,-229.828649,370.102971,9030.512492
83.827772,0.000000,296.082377,8956.491898
83.828098,76.609550,370.102971,9104.533087
83.828424,306.438199,222.061783,9030.512492
83.828750,153.219100,-0.000000,9252.574275
83.829076,0.000000,148.041188,9400.615463
83.829402,76.609550,-296.082377,8882.471304
83.829728,-153.219100,148.041188,9030.512492
83.830054,-536.266849,-0.000000,9104.533087
83.830380,-689.485948,-0.000000,9326.594869
83.830706,-766.095498,-222.061783,9104.533087
83.831032,-995.924147,-0.000000,9622.677246
83.831358,-919.314598,-296.082377,9770.718434
83.831684,-1225.752797,-370.102971,9696.697840
83.832010,-842.705048,-0.000000,9178.553681
83.832336,-689.485948,296.082377,9030.512492
83.832662,-536.266849,-0.000000,9326.594869
83.832988,0.000000,148.041188,8808.450710
83.833314,-612.876398,444.123565,8734.430116
83.833640,153.219100,-148.041188,8956.491898
83.833966,-689.485948,-148.041188,9252.574275
83.834292,-306.438199,148.041188,9030.512492
83.834618,-689.485948,296.082377,8808.450710
83.834944,-1149.143247,148.041188,9252.574275
83.835270,-1378.971896,-222.061783,9474.636058
83.835596,-1455.581446,-222.061783,9622.677246
83.835922,-1225.752797,-666.185348,9252.574275
83.836248,-1072.533697,-370.102971,9474.636058
83.836574,-1302.362347,-148.041188,9104.533087
83.836900,-1149.143247,-0.000000,9252.574275
83.837226,-995.924147,370.102971,9400.615463
83.837551,-995.924147,-0.000000,9030.512492
83.837877,-1225.752797,-74.020594,9252.574275
83.838203,-689.485948,-518.144159,8882.471304
83.838529,-1378.971896,-0.000000,8882.471304
83.838855,-689.485948,296.082377,8808.450710
83.839181,-612.876398,222.061783,8882.471304
83.839507,-919.314598,-0.000000,9104.533087
83.839833,-689.485948,222.061783,9178.553681
83.840159,-689.485948,-222.061783,9474.636058
83.840485,-919.314598,-0.000000,9326.594869
83.840811,-1149.143247,444.123565,9770.718434
83.841137,-689.485948,-148.041188,9474.636058
83.841463,-229.828649,222.061783,9400.615463
83.841789,0.000000,222.061783,8956.491898
83.842115,0.000000,148.041188,9104.533087
83.842441,229.828649,370.102971,9770.718434
83.842767,153.219100,444.123565,9178.553681
83.843093,536.266849,-0.000000,8956.491898
83.843419,536.266849,-0.000000,9326.594869
83.843745,0.000000,-0.000000,9178.553681
83.844071,153.219100,-0.000000,8956.491898
83.844397,153.219100,-0.000000,9030.512492
83.844723,383.047749,-0.000000,9178.553681
83.845049,459.657299,-74.020594,9326.594869
83.845375,153.219100,296.082377,9400.615463
83.845701,536.266849,-0.000000,9178.553681
83.846027,306.438199,-0.000000,9178.553681
83.846353,0.000000,-74.020594,9400.615463
83.846679,153.219100,-0.000000,9178.553681
83.847005,383.047749,222.061783,9104.533087
83.847331,-229.828649,296.082377,9400.615463
83.847657,0.000000,814.226536,9474.636058
83.847983,0.000000,-0.000000,9474.636058
83.848309,-229.828649,-0.000000,9178.553681
83.848635,-536.266849,222.061783,9104.533087
83.848961,-612.876398,296.082377,9178.553681
83.849287,-842.705048,370.102971,9178.553681
83.849613,-842.705048,444.123565,9104.533087
83.849939,-766.095498,-0.000000,9474.636058
83.850265,-1225.752797,-0.000000,9104.533087
83.850591,-1532.190996,-74.020594,9252.574275
83.850917,-1455.581446,-74.020594,9252.574275
83.851243,-1762.019645,-222.061783,9326.594869
83.851569,-1608.800546,-222.061783,9252.574275
83.851895,-1608.800546,-296.082377,9474.636058
83.852221,-1302.362347,-148.041188,9474.636058
83.852547,-995.924147,-444.123565,9622.677246
83.852873,-1608.800546,-148.041188,9104.533087
83.853199,-1072.533697,-0.000000,9104.533087
83.853525,-919.314598,-0.000000,9252.574275
83.853851,-689.485948,296.082377,9104.533087
83.854177,-306.438199,-0.000000,8956.491898
83.854503,-459.657299,-148.041188,9178.553681
83.854829,0.000000,-0.000000,9178.553681
83.855155,153.219100,-0.000000,8660.409521
83.855481,306.438199,-0.000000,8956.491898
83.855807,0.000000,-0.000000,9252.574275
83.856133,306.438199,-74.020594,9252.574275
83.856459,689.485948,-518.144159,9178.553681
83.856785,383.047749,-74.020594,9252.574275
83.857111,766.095498,-74.020594,9400.615463
83.857437,689.485948,-0.000000,9326.594869
83.857763,919.314598,592.164754,9400.615463
83.858089,919.314598,444.123565,9104.533087
83.858415,842.705048,370.102971,9252.574275
83.858741,612.876398,148.041188,9326.594869
83.859067,1378.971896,-0.000000,9252.574275
83.859393,919.314598,-0.000000,8734.430116
83.859719,919.314598,-0.000000,9400.615463
83.860045,459.657299,-74.020594,8660.409521
83.860371,383.047749,-148.041188,9326.594869
83.860697,153.219100,-0.000000,9622.677246
83.861023,306.438199,444.123565,9030.512492
83.861349,383.047749,296.082377,9030.512492
83.861675,-612.876398,296.082377,9104.533087
83.862001,-229.828649,148.041188,9474.636058
83.862327,-306.438199,444.123565,9400.615463
83.862653,0.000000,592.164754,8808.450710
83.862979,-1072.533697,-0.000000,8956.491898
83.863305,-1072.533697,222.061783,9622.677246
83.863631,-459.657299,-0.000000,9178.553681
83.863957,-306.438199,-592.164754,9104.533087
83.864283,-306.438199,-666.185348,9696.697840
83.864609,-1149.143247,-592.164754,9474.636058
83.864935,-612.876398,-74.020594,9474.636058
83.865261,-383.047749,296.082377,8882.471304
83.865587,-459.657299,148.041188,9178.553681
83.865913,-153.219100,-0.000000,9326.594869
83.866239,0.000000,-0.000000,9252.574275
83.866565,153.219100,222.061783,8364.327145
83.866891,0.000000,222.061783,9030.512492
83.867217,76.609550,296.082377,8808.450710
83.867543,0.000000,222.061783,9030.512492
83.867869,306.438199,-0.000000,9178.553681
83.868195,229.828649,-0.000000,8956.491898
83.868521,0.000000,-148.041188,9548.656652
83.868847,229.828649,-74.020594,9252.574275
83.869173,76.609550,-0.000000,9474.636058
83.869499,459.657299,222.061783,9104.533087
83.869825,689.485948,-0.000000,9326.594869
83.870151,459.657299,-0.000000,9400.615463
83.870477,995.924147,-370.102971,9770.718434
83.870803,766.095498,-148.041188,9474.636058
83.871129,1225.752797,-0.000000,9252.574275
83.871455,1532.190996,-0.000000,9252.574275
83.871781,1225.752797,148.041188,9030.512492
83.872107,1302.362347,296.082377,8734.430116
83.872433,1378.971896,296.082377,8882.471304
83.872759,1608.800546,296.082377,9030.512492
83.873085,1685.410096,-0.000000,9030.512492
83.873411,1455.581446,370.102971,9400.615463
83.873737,1149.143247,370.102971,9178.553681
83.874063,919.314598,296.082377,9178.553681
83.874388,689.485948,-0.000000,9326.594869
83.874714,536.266849,296.082377,9252.574275
83.875040,536.266849,-0.000000,9326.594869
83.875366,229.828649,-0.000000,9474.636058
83.875692,0.000000,-148.041188,9474.636058
83.876018,-229.828649,-222.061783,9252.574275
83.876344,-306.438199,-0.000000,9548.656652
83.876670,-612.876398,-148.041188,9326.594869
83.876996,-612.876398,-222.061783,9252.574275
83.877322,-536.266849,-0.000000,9400.615463
83.877648,-536.266849,296.082377,9622.677246
83.877974,306.438199,-0.000000,9548.656652
83.878300,0.000000,-0.000000,9178.553681
83.878626,153.219100,222.061783,9030.512492
83.878952,306.438199,370.102971,9030.512492
83.879278,153.219100,296.082377,8882.471304
83.879604,536.266849,370.102971,8734.430116
83.879930,689.485948,518.144159,9104.533087
83.880256,306.438199,-148.041188,9252.574275
83.880582,306.438199,-0.000000,9326.594869
83.880908,153.219100,-0.000000,9030.512492
83.881234,153.219100,-0.000000,9326.594869
83.881560,0.000000,-148.041188,9326.594869
83.881886,-153.219100,-0.000000,9622.677246
83.882212,-536.266849,222.061783,9474.636058
83.882538,229.828649,-222.061783,9178.553681
83.882864,153.219100,296.082377,9696.697840
83.883190,536.266849,-222.061783,8882.471304
83.883516,536.266849,-0.000000,9252.574275
83.883842,919.314598,296.082377,9104.533087
83.884168,1149.143247,-0.000000,8808.450710
83.884494,1149.143247,-370.102971,8956.491898
83.884820,1378.971896,-148.041188,9252.574275
83.885146,919.314598,296.082377,9400.615463
83.885472,1225.752797,-0.000000,9030.512492
83.885798,919.314598,148.041188,8734.430116
83.886124,842.705048,296.082377,9030.512492
83.886450,766.095498,222.061783,9104.533087
83.886776,536.266849,222.061783,9178.553681
83.887102,536.266849,-0.000000,9104.533087
83.887428,842.705048,370.102971,9178.553681
83.887754,0.000000,296.082377,9474.636058
83.888080,383.047749,-74.020594,9474.636058
83.888406,306.438199,-148.041188,9474.636058
83.888732,76.609550,-222.061783,9474.636058
83.889058,459.657299,-370.102971,9400.615463
83.889384,0.000000,-74.020594,9400.615463
83.889710,153.219100,-0.000000,9178.553681
83.890036,383.047749,444.123565,9474.636058
83.890362,306.438199,222.061783,9104.533087
83.890688,229.828649,370.102971,8882.471304
83.891014,459.657299,296.082377,8734.430116
83.891340,306.438199,444.123565,8808.450710
83.891666,153.219100,74.020594,9178.553681
83.891992,-153.219100,-0.000000,8882.471304
83.892318,-536.266849,-222.061783,9252.574275
83.892644,-229.828649,-222.061783,9104.533087
83.892970,-306.438199,-222.061783,9326.594869
83.893296,-919.314598,-222.061783,9326.594869
83.893622,-995.924147,-74.020594,9400.615463
83.893948,-689.485948,-0.000000,9548.656652
83.894274,-919.314598,-148.041188,9326.594869
83.894600,-612.876398,-370.102971,9622.677246
83.894926,-842.705048,-0.000000,9474.636058
83.895252,0.000000,-0.000000,9400.615463
83.895578,0.000000,666.185348,8956.491898
83.895904,153.219100,222.061783,8734.430116
83.896230,612.876398,-0.000000,8734.430116
83.896556,612.876398,-148.041188,8882.471304
83.896882,459.657299,-0.000000,9030.512492
83.897208,459.657299,-0.000000,9178.553681
83.897534,612.876398,-0.000000,9252.574275
83.897860,383.047749,370.102971,8660.409521
83.898186,612.876398,296.082377,9326.594869
83.898512,153.219100,-0.000000,9178.553681
83.898838,-153.219100,148.041188,9622.677246
83.899164,153.219100,-222.061783,10214.842000
83.899490,229.828649,-444.123565,9178.553681
83.899816,306.438199,148.041188,9474.636058
83.900142,153.219100,-0.000000,9474.636058
83.900468,689.485948,222.061783,9400.615463
83.900794,536.266849,-0.000000,8882.471304
83.901120,1149.143247,222.061783,9474.636058
83.901446,1532.190996,-74.020594,9474.636058
83.901772,1302.362347,-0.000000,9400.615463
83.902098,1225.752797,-0.000000,8364.327145
83.902424,1149.143247,296.082377,8660.409521
83.902750,689.485948,148.041188,9992.780217
83.903076,995.924147,740.205942,8956.491898
83.903402,995.924147,1036.288319,8808.450710
83.903728,766.095498,-222.061783,9326.594869
83.904054,919.314598,-666.185348,9326.594869
83.904380,459.657299,518.144159,9548.656652
83.904706,689.485948,592.164754,9252.574275
83.905032,229.828649,592.164754,8734.430116
83.905358,383.047749,444.123565,9474.636058
83.905684,76.609550,-296.082377,9474.636058
83.906010,76.609550,-814.226536,9326.594869
83.906336,76.609550,-1110.308913,9326.594869
83.906662,-229.828649,-666.185348,9474.636058
83.906988,-383.047749,296.082377,9030.512492
83.907314,0.000000,296.082377,9252.574275
83.907640,0.000000,518.144159,9030.512492
83.907966,0.000000,666.185348,8882.471304
83.908292,76.609550,148.041188,9622.677246
83.908618,-459.657299,444.123565,8882.471304
83.908944,306.438199,-0.000000,9030.512492
83.909270,0.000000,-0.000000,9104.533087
83.909596,-383.047749,-0.000000,8882.471304
83.909922,-306.438199,-444.123565,9844.739029
83.910248,0.000000,-370.102971,9326.594869
83.910574,0.000000,-222.061783,9104.533087
83.910900,-306.438199,-74.020594,9918.759623
83.911225,0.000000,-74.020594,8956.491898
83.911551,0.000000,444.123565,8956.491898
83.911877,153.219100,296.082377,8956.491898
83.912203,0.000000,592.164754,8734.430116
83.912529,306.438199,518.144159,8808.450710
83.912855,153.219100,370.102971,8586.388927
83.913181,536.266849,222.061783,9030.512492
83.913507,766.095498,-666.185348,9844.739029
83.913833,0.000000,-370.102971,9030.512492
83.914159,0.000000,-222.061783,9178.553681
83.914485,76.609550,-518.144159,9992.780217
83.914811,0.000000,-222.061783,9178.553681
83.915137,383.047749,-0.000000,9770.718434
83.915463,919.314598,-0.000000,9252.574275
83.915789,0.000000,-0.000000,9400.615463
83.916115,612.876398,296.082377,9844.739029
83.916441,459.657299,888.247130,8586.388927
83.916767,1225.752797,962.267725,8586.388927
83.917092,842.705048,814.226536,9104.533087
83.917418,1225.752797,444.123565,8882.471304
83.917744,1302.362347,-222.061783,9770.718434
83.918070,842.705048,-296.082377,8808.450710
83.918396,919.314598,-888.247130,8882.471304
83.918722,536.266849,-222.061783,9474.636058
83.919048,689.485948,-74.020594,9400.615463
83.919374,306.438199,-0.000000,9178.553681
83.919700,459.657299,-0.000000,8882.471304
83.920026,-306.438199,148.041188,9474.636058
83.920351,612.876398,370.102971,9326.594869
83.920677,689.485948,740.205942,8956.491898
83.921003,689.485948,888.247130,8734.430116
83.921329,612.876398,444.123565,9252.574275
83.921655,919.314598,222.061783,9104.533087
83.921981,919.314598,-0.000000,9104.533087
83.922307,612.876398,-296.082377,9622.677246
83.922633,766.095498,-222.061783,9030.512492
83.922959,919.314598,-0.000000,9770.718434
83.923284,536.266849,-148.041188,9326.594869
83.923610,0.000000,-0.000000,9030.512492
83.923936,0.000000,-0.000000,9474.636058
83.924262,-459.657299,222.061783,9474.636058
83.924588,306.438199,1036.288319,9252.574275
83.924914,0.000000,592.164754,8586.388927
83.925240,229.828649,518.144159,8956.491898
83.925566,153.219100,666.185348,9178.553681
83.925892,0.000000,-0.000000,8956.491898
83.926218,459.657299,-0.000000,8882.471304
83.926543,229.828649,-370.102971,9030.512492
83.926869,-229.828649,-666.185348,9622.677246
83.927195,153.219100,-370.102971,8808.450710
83.927521,-612.876398,-370.102971,9474.636058
83.927847,-612.876398,-370.102971,9474.636058
83.928173,-612.876398,-296.082377,9474.636058
83.928499,-383.047749,-0.000000,9474.636058
83.928825,-306.438199,148.041188,9400.615463
83.929151,0.000000,592.164754,9104.533087
83.929477,229.828649,148.041188,9104.533087
83.929802,612.876398,444.123565,9030.512492
83.930128,766.095498,370.102971,8734.430116
83.930454,612.876398,444.123565,8808.450710
83.930780,612.876398,148.041188,8734.430116
83.931106,995.924147,-0.000000,8808.450710
83.931432,689.485948,-0.000000,9030.512492
83.931758,-536.266849,-0.000000,9252.574275
83.932084,76.609550,-222.061783,9622.677246
83.932410,-306.438199,-296.082377,9474.636058
83.932735,-306.438199,-74.020594,9474.636058
83.933061,-153.219100,-0.000000,9326.594869
83.933387,0.000000,222.061783,9400.615463
83.933713,383.047749,222.061783,9474.636058
83.934039,689.485948,-0.000000,9474.636058
83.934365,306.438199,222.061783,9252.574275
83.934691,919.314598,148.041188,8882.471304
83.935017,842.705048,-0.000000,8882.471304
83.935343,995.924147,-0.000000,9104.533087
83.935669,995.924147,-148.041188,9104.533087
83.935994,1072.533697,-148.041188,9104.533087
83.936320,842.705048,-370.102971,9252.574275
83.936646,766.095498,-74.020594,9622.677246
83.936972,1762.019645,148.041188,9696.697840
83.937298,1072.533697,666.185348,9252.574275
83.937624,689.485948,814.226536,8808.450710
83.937950,995.924147,518.144159,9030.512492
83.938276,536.266849,592.164754,9104.533087
83.938602,459.657299,296.082377,9178.553681
83.938927,612.876398,740.205942,9400.615463
83.939253,383.047749,-74.020594,9400.615463
83.939579,459.657299,-222.061783,9178.553681
83.939905,229.828649,-592.164754,9326.594869
83.940231,76.609550,-814.226536,9696.697840
83.940557,153.219100,-814.226536,9696.697840
83.940883,689.485948,-444.123565,9474.636058
83.941209,842.705048,-666.185348,9252.574275
